Date,Location,Operator,Aircraft_Type,Registration,Fatalities,Total_Onboard,Ground_Fatalities
1996-07-17,"Near Playa del Carmen, Mexico",Aerolatino (Aerocaribe),de Havilland Canada DHC-6 Twin Otter 300,XA-TCF,1,18,0
1996-07-20,"Russian Mission, Alaska",Northern Air Cargo,Douglas DC-6A,N313RS,4,4,0
1996-07-24,"Near Mergui, Manmar",Myanmar Airways,Fokker F-27 Friendship 600,XY-AET,8,49,0
1996-08-12,"Markham Bay, Canada",First Air,de Havilland Canada DHC-6 Twin Otter 300,C-GNDN,2,2,0
1996-08-14,"Near Bronson Creek, British Columbia, Canada",Air North,Douglas DC-4,C-FGNI,1,3,0
1996-08-17,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,Lockheed C-130H Hercules,74-1662,9,9,0
1996-08-18,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,de Havilland Canada DHC-3 Turbo Otter,C-GCMY,3,3,0
1996-08-19,"Belgrade, Yugosalvia",Spair Air Transport,Ilyushin IL-76T,RA-76513,12,12,0
1996-08-29,"Near Longyearbyen, Norway",Vnokovo Airlines,Tupolev TU-154M,RA-85621,141,141,0
1996-09-25,"Waddenzee, Netherlands",Dutch Dakota Association,Douglas DC-3C,PH-DDA,32,32,0
1996-10-02,"Off Pasamayo, Peru",Aeroperu,Boeing B-757-200,N52AW,70,70,0
1996-10-03,"Kahemba, Congo",Malu Aviation,de Havilland Canada DHC-6 Twin Otter 200,9Q-CXK,6,21,0
1996-10-06,"Lukapa, Angola",Savanair,Antonov 12B,RA-11101,6,19,0
1996-10-08,"San Francesco al Campo, Italy",Aeroflot,Antonov An-124,RA-82069,2,23,2
1996-10-22,"Manta, Ecuador",Million Air,Boeing B-707-323C,N751MA,4,4,30
1996-10-26,"Khanty, Russia",Tyumen Aviatrans,Yakovlev YAK-40,RA-88527,5,34,0
1996-10-31,"Sao Paolo, Brazil",TAM (Brazil),Fokker 100,PT-MRK,95,95,3
1996-11-01,"Near Tikal, Guatemala",Transported Areos Profesionales - TAPSA,Embraer 110P1 Bandeirante,TG-TPA,16,16,0
1996-11-07,"Lagos, Nigeria",Aviation Development Corporation,Boeing B-727-231,5N-BBF,143,143,0
1996-11-07,"Aubusson, France",Jetcom S.A.,Cessna 421C Golden Eagle,HB-LRX,8,8,0
1996-11-12,"Near Charkhi Dadri, India",Saudi Arabian Airlines / Kazakhstan,Boeing B-747-168B / Ilyushin IL-76TD,HZ-AIH/UN-76435,349,349,0
1996-11-14,"Bolchaïa Pyssa, Russia",Komi Avia,Antonov AN-2,RA-40309,14,15,0
1996-11-19,"Quincy, Illinois",United Express / Private,Beechcraft 1900-C / Beech King Air A90,N87GL N1127D,14,14,0
1996-11-22,"Off Cape Mendocino, CA",Military - U.S. Air Force,Lockheed HC-130P Hercules,64-14856,10,11,0
1996-11-23,"Off Mitsamiouli, Comoros",Ethiopian Airlines,Boeing B-767-260ER,ET-AIZ,127,175,0
1996-11-27,"Abakan, Siberia, Russia",Military - Russian Air Force,Ilyushin IL-76MD,RA-76804,23,23,0
1996-11-30,"Medellin, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,HK-2602,14,15,0
1996-12-07,"Banjarmasin, Indonesia",Dirgantara Air Services,CASA 212 Aviocar 100,PK-VSO,16,17,2
1996-12-09,"Boise, Idaho",Emery Worldwide,Douglas C-47A,N75142,2,2,0
1996-12-17,"Tver, Russia",Military - Russian Air Force,Antonov AN-12,?,18,18,0
1996-12-21,"Rio Negro, Colombia",SELVA,Antonov An-32B,HK-4008X,4,4,0
1996-12-22,"Narrows, Virginia",Airborne Express,McDonnell Douglas DC-8-63F,N827AX,6,6,0
1996-12-24,"Near Nellore, India",Military - Indian Air Force,Hindustan Aeronautics 748-2,H1032,22,22,0
1996-12-24,"Dorchester, New Hampshire",Aircraft Charter Group Inc,Learjet 35A,N388LS,2,2,0
1997-01-07,"Near Moamoa, Samoa",Polynesian Airlines,de Havilland Canada DHC-6 Twin Otter 300,5W-FAU,3,5,0
1997-01-09,"Near Monroe, Michigan",Comair,Embraer 120RT Brasilia,N265CA,29,29,0
1997-01-29,"Sparrevohn, Alaska",Southcentral Air,de Havilland Canada DHC-4A Caribou,N702SC,1,2,0
1997-01-31,"Yola, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,5N-AXS,5,16,0
1997-02-01,"Tambacoumba, Senegal",Air Senegal,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,25,52,0
1997-02-02,"Near Quiangala, Angola",Force Area Populaire de Angola,CASA 212 Aviocar 200,T-400,37,37,0
1997-02-04,Northern Israel,Military - Israel Air Force /Military,Sikorsky CH53D / CH53D,357 903,73,73,0
1997-02-14,"Carajas, Brazil",Varig,Boeing B-737-2C3,PP-CJO,1,52,0
1997-02-19,"Guatemala City, Guatemala",Transpolar,IAI 1124 Westwind,YV-160CP,5,5,0
1997-03-12,"Lucapa, Angola",ALADA,Antonov AN-12B,D2-FVG,16,16,0
1997-03-13,"Near Mashhad, Iran",Military - Iranian Air Force,Lockheed C-130HF,?,88,88,0
1997-03-18,"Cherkessk, Russia",Stavropol Airlines,Antonov AN-24RV,RA-46516,50,50,0
1997-04-01,"Tegucigalpa, Honduras",Military - U.S. Air Force,Lockheed C-130H Hercules,88-4408,3,10,0
1997-04-04,"Griffin, Georgia",Custom Air Service,Aviation Traders ATL-98 Carvair,N83FA,2,2,0
1997-04-10,"Near Wainwright, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,N408GV,5,5,0
1997-04-14,"Brazzaville, Democratic Republic Congo",TAAG Angola Airlines,Fokker F-27 Friendship 600,D2-TFP,3,7,0
1997-04-15,"Gyandzha, Azerbaijan",Azerbaijan Airlines,Yakovlev 40,4K-87504,6,6,0
1997-04-16,"Near Sorei, Niger",Military - Niger Air Force,Lockheed C-130H Hercules,5U-MBD,14,14,0
1997-04-19,"Tanjung Pandan, Indonesia",Merpati Nusantara Airlines,British Aerospace ATP,PK-MTX,15,53,0
1997-04-23,"Near Konduz, Afghanistan",Military - Afghan Republican Air Force,Antonov AN-26,?,36,36,0
1997-05-08,"Huangtian, China",China Southern Airlines,Boeing B-737-31B,B-2925,35,74,0
1997-06-06,"Near Irumu, Congo",Bazair,Vickers Viscount 781D,9Q-CWL,27,27,0
1997-06-10,"Mandalgobi, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,JU-1020,7,12,0
1997-07-03,"Madh Island, India",Elbee Airlines,Fokker F-27 Friendship 200,VT-SSA,2,2,0
1997-07-06,"Near Saravena, Colombia",Military - Colombian Army,Mil Mi-17 (helicopter),?,25,29,0
1997-07-09,"Suzano, Brazil",TAM (Brazil),Fokker 100,PT-WHK,1,60,0
1997-07-11,"Off Santiago de Cuba, Cuba",Cubana Aviacion,Antonov AN-24,CU-T1262,44,44,0
1997-07-17,"Bandung, Indonesia",Sempati Air,Fokker F-27 Friendship 600,PK-YPM,30,50,0
1997-07-18,"Goroka, New Guinea",Goroka Air Services,de Havilland Canada DHC-6 Twin Otter 300,P2-MMU,2,4,0
1997-07-29,"Calabar , Nigeria",ADC Airlines,BAC One-Eleven 203AE,5N-BAA,1,55,0
1997-07-30,"Florence, Italy",Air Littoral,Aerospatiale ATR-42-512,F-GPYE,1,17,0
1997-08-06,"Agana, Guam",Korean Airlines,Boeing B-747-300,HL-7468,228,254,0
1997-08-07,"Miami, Florida",Fine Air,McDonnell Douglas DC-8-61F,N27UA,4,4,1
1997-08-10,"Matsu Island, Taiwan",Formosa Airlines,Dornier DO-228-212,B-12256,16,16,0
1997-08-29,"Puerto Inirida, Venezuela",SATENA,Pilatus PC-6 Turbo Porter / Cessna 206,FAC1115,12,12,0
1997-09-03,"Phnom Penh, Cambodia",Vietnam Airlines,Tupolev TU-134,VN-A120,65,66,0
1997-09-06,"Near Miri, Malaysia",Borneo Airways,Dornier 228-212,9M-MIA,10,10,0
1997-09-12,"Near Uvira, Zaire",TMK Air Commuter,de Havilland Canada DHC-6 Twin Otter 300,9Q-CBO,22,22,0
1997-09-13,"Off Namibia, Africa",Military - Luftwaffe / Military USAF,Tupolev TU-154M / C-141 Starlifter,1102/65-9405,33,33,0
1997-09-26,"Buah Nabar, Indonesia",Garuda Indonesia Airlines,Airbus A300-B4-200,PK-GAI,234,234,0
1997-10-08,"Near Montrose, Colorado",Scenic Airlines,Cessna 208B Caravan I,N12022,9,9,0
1997-10-10,"Nuevo Berlin, Uruguay",Austral Lineas Aeras (Argentina),McDonnell Douglas DC-9-32,LV-WEG,74,74,0
1997-10-10,"Taipei, Taiwan",Military - Republic of China Air Force,Lockheed C-130H Hercules,1310,5,5,0
1997-10-12,"Monterey Bay, near Pacific Grove, California",Private,Rutan Long EZ (experimental aircraft),N555JD,1,1,0
1997-10-29,"Jalal-Abad, Afghanistan",Ariana Afghan Airlines,Yakovlev YAK-40,YA-KAE,2,26,0
1997-11-08,"Near Barrow, Alaska",Hageland Aviation Services,Cessna 208B Caravan I,N750GC,8,8,0
1997-12-05,"Irkutsk-2, Russia",Military - Russian Air Force,Antonov AN-124-100,RA-82005/08,23,23,44
1997-12-09,"Little Grand Rapids, Canada",Sowind Air,Embraer 110P1 Bandeirante,C-GVRO,4,17,0
1997-12-13,"La Veriente, Bolivia",STAP,Swearingen SA-226T Metro II,CP-1635,10,19,0
1997-12-15,"Sharjah, United Arab Emirates",Tajikistan Airlines,Tupolev TU-154,EY-85281,85,86,0
1997-12-17,"Fotina, Greece",Aerosweet Airlines (LVOV),Yakovlev YAK-42,UR-42334,70,70,0
1997-12-19,"Near Palembang, Indonesia",SilkAir,Boeing B-737-300,9V-TRF,104,104,0
1997-12-20,"Tanagra, Greece",Military - Greek Air Force,Lockheed C-130H Hercules,750,5,5,0
1997-12-27,"Atlantic Ocean, off Angola",Renan Airways,Antonov An-72,ER-ACF,5,5,0
1997-12-28,Over the Pacific Ocean,United Air Lines,Boeing B-747-122,N4723U,1,393,0
1997-12-31,"Rio Sidra, Panama",Parsa,Britten Norman BN-2A Trislander,HP-986PS,10,10,0
1998-01-13,"Brno, Czech Republic",Aeroservice International,Let 410UVP,YV-928CP,2,2,0
1998-01-13,"Tor Kach, Pakistan",Military - Ariana Afghan Airlines,Antonov AN-12BP,YA-DAB,51,51,0
1998-01-27,"Yangon (Rangoon), Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,XY-AES,16,45,0
1998-02-02,"Cagyan de Oro, Philippines",Cebu Pacific Air,McDonnell Douglas DC-9-32,RP-C1507,104,104,0
1998-02-03,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,Grummand EA-6B,163045/CY-02,0,2,20
1998-02-04,"Terceira, Portugal",Air Luxor,Antonov 12BP,LZ-SFG,7,7,0
1998-02-05,"Near Navafria, Spain",Military - Spanish Air Force,CASA 212-S1 Aviocar 100,D-3B-9,5,5,0
1998-02-12,"Near Nasir, Sudan",Military - Sudan Air Force,Antonov AN-32,?,27,57,0
1998-02-16,"Taipei, Taiwan",China Airlines (Taiwan),Airbus A300-622R,B-1814,196,196,7
1998-03-10,"Mombasa, Kenya",Air Memphis,Boeing 707-336C,SU-PBA,6,6,0
1998-03-18,"Off Hsinchu, Taiwan",Formosa Airlines,Saab340B,B-12255,13,13,0
1998-03-19,"Near Charasyab, Afghanistan",Ariana Afghan Airlines,Boeing B-727-228,YA-FAZ,45,45,0
1998-03-22,"Bacolod, Philippines",Philippine Air Lines,Airbus A.320-214,RP-C3222,0,127,3
1998-03-28,"Piura, Peru",Fuerza Aérea del Peru,Antonov AN-32,OB-1388,22,55,1
1998-03-31,"Near Mexico City, Mexico",Linea Aérea Mexicana de Carga,Convair CV-240-53,XA-TAP,2,4,0
1998-04-20,"Near Bogota, Colombia",Air France,Boeing B-727-230,HC-BSU,53,53,0
1998-05-05,"Andoas, Peru",Fuerza Aérea del Peru,Boeing B-737-282,FAP-351,75,88,0
1998-05-12,"Near Nema, Mauritania",Military - Mauritanian Air Force,Xian Yunshuji Y-7-100C,5T-MAG,39,42,0
1998-05-25,"Near Longtiang, Laos",Military - Lao People's Liberation Army Air Force,Yakovlev YAK-40,34001,26,26,0
1998-05-25,"Indian Trail, North Carolina",Air Taxi - US Helicopters Inc.,Bell 206L-3,N96CW,5,5,0
1998-05-26,"Near Erdenet, Mongolia",MIAT - Mongolian Airlines,Harbin Yunshuji Y-12 II,JU-1017,28,28,0
1998-06-18,"Montreal, Canada",Propair,Swearingen SA-226TC Metroliner II,C-GQAL,11,11,0
1998-06-25,"Mt. Waialeale, Hawaii",Air Taxi - Ohana Helicopter Tours,Eurocopter AS-350-BA,N594BK,6,6,0
1998-07-13,"Off Rasal, United Arab Emirates",ATI Aircompany,Ilyushin 76MD,UR-76424,8,8,0
1998-07-16,"Córdoba, Argentina",Alas del Sur,Rockwell Sabreliner 60,LV-WPO,3,3,0
1998-07-17,"Asmara, Eritrea",Ukraine Aviation Transport Company,Ilyushin II-76,UR-UCI,10,10,0
1998-07-23,"Pico de Orizaba, Mexico",Military - Mexican Air Force,Shorts SC-7 Skyvan 3-100,XC-UTQ,4,4,0
1998-07-27,"Southhampton, England",Plane Sailing,Consolidated PBY-5A Catalina,VP-BPS,4,18,0
1998-07-28,"Barcelona, Spain",Swifair,Swearingen SA.227AC Metro III,EC-FXD,2,2,0
1998-07-29,"Manacapuru River, Brazil",Selva Taxi Aero,Embraer 110 Bandeirante,PT-LGN,5,24,0
1998-07-30,"Near Quiberon, France",Proteus Air / Private,Beechcraft 1900D / Cessna 177,F-GSJM/F-GAJE,15,15,0
1998-07-30,"Kochi, India",Alliance Airlines,Dornier 228-201,VT-EJW,6,6,2
1998-08-04,"Kincolith, British Columbia, Canada",Harbour Air Seaplanes Ltd.,de Havilland Dash-2 Beaver,C-FOCJ,5,5,0
1998-08-11,"Saurimo, Angola",Alada,Antonov An-12BP,D2-FAZ,1,13,0
1998-08-19,"Foveaux Strait, New Zealand",Vincent Aviation,Cessna 402C,ZK-VAC,5,10,0
1998-08-21,"Near Ghorepani, Nepal",Lumbini Airways,de Havilland Canada DHC-6 Twin Otter 300,9N-ACC,18,18,0
1998-08-24,"Pretoria, South Africa",Speed Service Couriers,DC-3-65TP,ZS-NKK,1,2,0
1998-08-24,"Manibagi, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,XY-AEN,44,44,0
1998-08-29,"Quito, Ecuador",Cubana de Aviacion,Tupolev TU-154M,CU-T1264,70,91,10
1998-09-02,"Off Peggy's Cove, Nova Scotia, Canada",Swissair,McDonnell Douglas MD-11,HB-IWF,229,229,0
1998-09-02,Angola,Permaviatrans,Antonov AN-26,RA-26028,24,24,0
1998-09-09,"Port Alsworth, Alaska",Rusts Flying Service Inc.,de Havilland Dash-2 float plane,N1433Z,5,5,0
1998-09-10,"Islamabad, Pakistan",Military - Pakistan Air Force,Lockheed C-130B Hercules,24143,5,5,0
1998-09-25,"Near Nador, Morroco",Paukn Air,British Aerospace BAe-146-100,EC-GEO,38,38,0
1998-09-28,"Praia, Cape Verde",Cabo Verde Airlines,de Havilland Canada DHC-6 Twin Otter 300,D4-CAX,1,22,0
1998-09-29,"Off Mannar, Sri Lanka",Lionair,Antonov AN-24RV,EW-46465,55,55,0
1998-10-02,"Near Canaima, Venezuela",Servivensa,Douglas DC-3C,YV-611C,1,27,0
1998-10-10,"Near Kindu, Congo",Congo Airline,Boeing B-727-30,9Q-CSG,41,41,0
1998-10-21,"Yerevan, Armenia",Ararat Avia,Yakovlev YAK-40,EK-88272,0,37,4
1998-10-25,"Rwenzori mountains, Uganda",TanaMana Aviation,Britten-Norman BN-2A-3 Islander,5Y-ANV,4,11,0
1998-11-01,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,Douglas DC-3C,N3FY,11,18,0
1998-11-11,"Near Krasnoyarsk, Russia",Sakha Airlines,Antonov AN-12,RA-12955,13,13,0
1998-11-21,"Edgewater, Maryland",Private,Burgess RV-6 experimental,N956DB,1,1,0
1998-12-07,"Baie-Comeau, Canada",Air Satellite,Britten-Norman Trislander,C-FCVK,7,10,0
1998-12-11,"Near Surat Thani, Thailand",Thai Airways,Airbus A-310-204,HS-TIA,102,146,0
1998-12-14,"Near Cuito, Angola",Khors Aircompany,Antonov AN-12BP,UR-11319,11,11,0
1998-12-17,"Saurimo, Angola",Zanex,Antonov 12,S9-SAT,1,10,0
1998-12-22,"Medellín, Colombia",SELVA,Antonov 32B,HK-3930X,5,5,0
1998-12-26,"Vila Nova, Angola",Transafrik,Lockheed Martin L-100-30 Hercules,S9-CAO,14,14,0
1999-01-02,"Near Huambo, Angola",Transafrik - United Nations Charter,Lockheed L-100-30 Hercules,D2-EHD,9,9,0
1999-01-12,"Guernsey, Channel Islands, England",Channel Express,Fokker F-27 Friendship 600,G-CHNL,2,2,0
1999-01-13,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,Douglas DC-3C,C-GWUG,2,2,0
1999-01-13,"Geilenkirchen, Germany",Military - German Air National Guard,Boeing KC-135E,59-1452,4,4,0
1999-01-16,"Coconut Island, QLD, Australia",Uzu Air,Britten Norman BN-2A-26,VH-XFF,3,4,0
1999-01-21,"Bluefields, Nicaragua",Fuerza Aérea Nicaragua,Antonov AN-26,?,28,28,0
1999-02-02,"Luanda, Angola",Savannair,Antonov AN-12,EL-ASS,14,14,13
1999-02-03,"Hoskins, Papua New Guinea",Airlink,Britten Norman BN-2A Trislander,P2-ALH,11,11,0
1999-02-08,"Kinshasa, Democratic Republic Congo",Air Karibu,Lockheed L-188A Electra,9Q-CDI,7,7,0
1999-02-24,"Rui'an, China",China Southwest Airlines,Tupolev TU-154,B-2622,61,61,0
1999-02-25,"Genoa, Italy",Minerva Airlines,Dornier 328-110,D-CPRR,4,31,0
1999-03-07,"New Delhi, India",Military - Indian Air Force,Antonov AN-32 Transport,K2673,19,19,3
1999-03-18,"Near Tame, Colombia",ALIANSA Colombia,Douglas DC-3C (C-47A-DK),HK-337,8,8,8
1999-03-19,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,de Havilland Canada DHC-6 Twin Otter 300,C-FWLQ,1,2,0
1999-04-07,"Near Ceyhan, Turkey",Turkish Airlines (THY),Boeing 737-4Q8,TC-JEP,6,6,0
1999-04-07,"Ribeirao Preto, Brazil",Manacá Táxi Aéreo,Learjet 24D,PT-LEM,5,5,0
1999-04-08,"Near Malaga, Colombia",Aerotaca,de Havilland Canada DHC-6 Twin Otter 300,HK-2760,5,5,0
1999-04-15,"Shanghi, China",Korean Air,McDonnell Douglas MD-11,HL-7373,3,3,0
1999-05-08,"Off Port Vila, Vanuatu",Vanair,de Havilland Canada DHC-6 Twin Otter 300,YJ-RV9,7,12,0
1999-05-24,"Kuching, Malaysia",Military - Malaysian Air Force,de Havilland Canada DHC-4A,M21-05,5,5,0
1999-05-29,"Ol Kiombo, Kenya",Malindi Air Services,Let 410UVP-E,5Y-LET,2,2,0
1999-06-01,"Little Rock, Arkansas",American Airlines,McDonnell Douglas MD-82,N215AA,11,145,0
1999-06-03,"Near Khartoum, Sudan",Military - Sudan Air Force,Antonov 32,?,50,50,0
1999-06-09,"Juneau, Alaska",Air Taxi - Coastal Helicopters Inc.,Eurocopter AS-350BA,N6099S,7,7,0
1999-06-09,"Coron, Philippines",Pacific Airways,Britten-Norman BN-2A-21 Islander,RP-C471,1,1,0
1999-06-17,"Goroka, Papua New Guinea",Airlink,Embraer 110P2 Bandeirante,P2-ALX,17,17,0
1999-06-25,"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,de Havilland Canada DHC-3 Otter,C-FIFP,1,2,0
1999-07-01,"Luzamba, Angola",Savanair,Antonov 12B,TN-AFR,1,5,0
1999-07-02,"Sittwe, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,XY-AEO,8,8,0
1999-07-04,"Villavicencio, Colombia",LANC Colombia,Douglas DC-6A,HK-1776,5,18,0
1999-07-07,"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,Boeing 727-243F,VT-LCI,5,5,0
1999-07-09,"Toluca , Mexico",Aero Jet Express,Hawker Siddeley HS-125,XA-TAL,4,4,0
1999-07-16,"Off Martha's Vineyard, Massachusetts",Private,Piper PA-32-R301 Saratoga II HP,N9253N,3,3,0
1999-07-23,"Tokyo, Japan",All Nippon Airways,Boeing B-747,JA8966,1,517,0
1999-07-23,"Near Orito, Colombia",Military - U.S. Army,de Havilland Canada DHC-7-102,N5382W,7,7,0
1999-07-24,"Nasevou Village, Fiji",Air Fiji,Embraer 110P1 Bandeirante,DQ-AFN,17,17,0
1999-08-07,"Santo Antao, Cape Verde Islands",TACV-Cabo Airlines,Dornier 228-201,D4-CBC,18,18,0
1999-08-22,"Hong Kong, China",China Airlines (Taiwan),McDonnell Douglas MD-11,B-150,3,315,0
1999-08-24,"Hualian, Taiwan",Uni Air,McDonnell Douglas MD-90-30,B-17912,1,96,0
1999-08-26,"Turtkul, Uzbekistan",Uzbekistan Airways,Yakovlev YAK-40,UK-87848,2,33,0
1999-08-31,"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204C,LV-WRZ,63,103,2
1999-09-05,"Near Kathmandu, Nepal",Necon Air,Hawker Siddeley HS-748-501 Super 2B,9N-AEG,15,15,0
1999-09-14,"Bucharest, Romania",Greek Government,Dassault Falcon 900B,SX-ECH,7,13,0
1999-09-14,"Belelm, Brazil",Norte Jet Táxi Aéreo,Embraer 110 Bandeirante,PT-ODK,2,2,0
1999-09-14,"Girona, Spain",Britannia Airways,Boeing 757-204,G-BYAG,1,245,0
1999-09-17,"Mt. Hidalgo, Mexico",Military - Mexican Air Force,Lockheed C-130A Hercules,3610,5,5,0
1999-10-02,"Dhahran, Saudi Arabia",Aramco Associated Company,Bell 214ST helicopter,N704H,12,20,0
1999-10-24,"San Carlos, Venezuela",Military - Venezuelan Army,Arava 201,EV-8012,6,6,0
1999-10-25,"Aberdeen, South Dakota",Private charter,Gates Learjet 35,N47BA,6,6,0
1999-10-31,"Off Nantucket Island, Massachusetts",EgyptAir,Boeing B-767-366ER,SU-GAP,217,217,0
1999-11-09,"Near Uruapan, Mexico",TAESA,McDonnell Douglas DC-9-31,XA-TKN,18,18,0
1999-11-12,"Near Pristina, Kosovo",Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,F-OHFV,24,24,0
1999-12-05,"Moscow, Russia",Tashkent Aircraft Production Corporation,Ilyushin 114T,UK-91004,5,7,0
1999-12-07,"Near Bayombang, Philippines",Asian Spirit,Let 410UVP,RP-C-3883,17,17,0
1999-12-10,"Kuwait City, Kuwait",Military - U.S. Air Force,Lockheed C-130H,63-7854,3,94,0
1999-12-11,"Sao Jorge, Azores (Portugal)",SATA,British Aerospace APT,CS-TGM,35,35,0
1999-12-21,"Guatemala City, Guatemala",Cubana de Aviacon,McDonnell Douglas DC-10-30,F-GTDI,16,314,2
1999-12-22,"Great Hallingbury, United Kingdom",Korean Air,Boeing 747-2B5F,HL-7451,4,4,0
1999-12-24,"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Airbus A300B2-101,VT-EDW,1,189,0
1999-12-25,"Bejuma, Venezuela",Cubana de Aviacion,Yakovlev YAK-42D,CU-T1285,22,22,0
1999-12-25,"Near Simara, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter,9N-AFL,10,10,0
1999-12-29,"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,Antonov 28,3C-JJI,6,6,0
2000-01-05,"Abuja, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,5N-AXL,1,16,1
2000-01-10,"Niederhasli, Switzerland",Crossair,Saab 340B,HB-AKK,10,10,0
2000-01-13,"Off Marsa el-Brega, Libya",Avisto,Shorts 360-300,HB-AAM,22,41,0
2000-01-15,"San Jose, Costa Rica",TACA,Let 410UVP-E,YS-09-C,5,20,0
2000-01-30,"Off Abidjan, Ivory Coast",Kenya Airways,AirbusA310-304,5Y-BEN,169,179,0
2000-01-31,"Off Point Mugu, California",Alaska Airlines,McDonnell Douglas MD-83,N963AS,88,88,0
2000-02-02,"Tehran, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,?,8,8,0
2000-02-16,"Sacramento, California",Emery Worldwide,McDonnell Douglas DC-8-71F,N8079U,3,3,0
2000-03-05,"Burbank, Calilfornia",Southwest Airlines,Boeing B-737-3T5,N668SW,0,142,0
2000-03-09,"Moscow, Russia",Vologodskiye Airlines,Yakovlev YAK-40,RA-88170,9,9,0
2000-03-17,"Near Kuna Yala, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,HP-1267APP,10,10,0
2000-03-17,"Ennadai Lake, Canada",Points North Air Services,Douglas C-47A-5-DK,C-FNTF,2,2,0
2000-03-22,"Herreira, Spain",Military - Ejército del Aire,CASA 212-DE Aviocar 200,TM-12D-73,7,7,0
2000-03-24,"Kadirana, Sri Lanka",Sky Cabs,Antonov AN-12 (freighter),RA-11302,6,8,2
2000-03-25,"Huambo, Angola",Uralex,Antonov AN-32,D2-MAJ,3,33,0
2000-03-30,"Near Anuradhapura, Sri Lanka",Military - Lankan Air Force,Antonov An-26,UR-79170,40,40,0
2000-04-05,"Marianna, Florida",Bankair,Learjet 35A,N86BE,3,3,0
2000-04-19,"Samal Island, Philippines",Air Philippines,Boeing B-737-2H4,RP-C3010,131,131,0
2000-04-19,"Pepa ,Congo",Military - Centrafricain Airlines,Antonov AN-8,TL-ACM,24,24,0
2000-04-29,"Bapi, Papua New Guinea",North Coast Aviation,Britten-Norman BN-2A-20 Islander,P2-ISA,4,4,0
2000-05-02,"Lyon Satolas, France",Northern Executive Aviation,Learjet 35A,G-MURI,2,5,0
2000-05-03,"Kurupung, Guyana",Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,8R-GAC,1,1,0
2000-05-10,"Kaunakakai, Hawaii",Price Aircraft Company,Rockwell Sabreliner 65,N241H,6,6,0
2000-05-17,"Moanda, Gabon",Avirex,Beechcraft 1900C-1,TR-LFK,3,10,0
2000-05-21,"Near Wilkes-Barre, Pennsylvania",Executive Airlines,BAe Jetstream 3101-31,N16EJ,19,19,0
2000-05-25,"Near Manila, Philippines",Philippine Air Lines,Airbus A.330-301,F-OHZN,1,298,0
2000-05-31,"Off Whyalla, Australia",Whyalla Airlines,Piper PA-31-350 Navajo,VH-MZK,8,8,0
2000-06-05,"Accra, Ghana",Ghana Airlink,Fokker F-27 Friendship 600,G-524,7,52,0
2000-06-22,"Shitai, China",Wuhan Airlines,Xian Yunshuji Y-7-100C,B-3479,44,44,7
2000-06-23,"Boca Raton, Florida",Universal Jet Aviation,Learjet 55,N220JC,3,3,0
2000-06-27,"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,Kawasaki C-1A,88-1027,5,5,0
2000-07-02,"Off Cagayancillo, Philippines",Military - Philippine Air Force,GAF Nomad N-22C,N286,14,15,0
2000-07-08,"Near Villahermosa, Mexico",Aerocaribe,British Aerospace BAe Jetstream 32EP,N912FJ,19,19,0
2000-07-09,"Villavicencio, Colombia",CORAL Colombia,Curtiss C-46A-60-CS,HK-851P,13,19,0
2000-07-13,"Raleigh, North Carolina",Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,N201RH,1,3,0
